,rid,sid,text,category_polarity_list,categorys,category_num
1263,256,256:2,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.","[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1264,256,256:3,I really wish I had done this years ago.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1265,256,256:4,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"[('LAPTOP#CONNECTIVITY', 'positive')]",['LAPTOP#CONNECTIVITY'],1
1266,256,256:5,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,[],[],0
1267,256,256:6,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1268,94,94:0,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.","[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1269,94,94:1,The computer blinks it shuts off at will.,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
1270,94,94:2,The letter A stopped working after the first week.,"[('KEYBOARD#QUALITY', 'negative'), ('KEYBOARD#OPERATION_PERFORMANCE', 'negative')]","['KEYBOARD#QUALITY', 'KEYBOARD#OPERATION_PERFORMANCE']",2
1271,94,94:3,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1272,94,94:4,not the day received.,[],[],0
1273,94,94:5,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"[('SUPPORT#QUALITY', 'negative'), ('LAPTOP#QUALITY', 'negative')]","['SUPPORT#QUALITY', 'LAPTOP#QUALITY']",2
1274,94,94:6,they have done absolutely nothing to fix the computer problem.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1275,94,94:7,they have not sent a new one nor called.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1276,94,94:8,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"[('LAPTOP#DESIGN_FEATURES', 'neutral'), ('LAPTOP#PRICE', 'negative')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PRICE']",2
1277,94,94:9,then on top of it all their cusromer service center is in the middle east.,"[('SUPPORT#MISCELLANEOUS', 'negative')]",['SUPPORT#MISCELLANEOUS'],1
1278,94,94:10,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1279,94,94:11,"Then to make matters worst, there is noone that they can transfer you to.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1280,94,94:12,its sad because their commercials are great.,[],[],0
1281,96,96:0,I had this computer for one month and had to send it in for repair.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1282,96,96:1,Got the computer back a month later and it was still broken sent it out again and they repaired it.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1283,96,96:2,3 weeks went by and the computer keeps crashing and will not open any applications.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1284,96,96:3,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"[('SUPPORT#QUALITY', 'negative'), ('COMPANY#GENERAL', 'negative')]","['SUPPORT#QUALITY', 'COMPANY#GENERAL']",2
1285,96,96:4,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1286,96,96:5,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1287,374,374:0,I have had this laptop for a few months now and i would say im pretty satisfied.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1288,374,374:1,The only problems are the sound isnt very loud I have to wear headphones.,"[('MULTIMEDIA_DEVICES#QUALITY', 'negative')]",['MULTIMEDIA_DEVICES#QUALITY'],1
1289,374,374:2,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"[('MOUSE#QUALITY', 'negative'), ('SUPPORT#PRICE', 'negative')]","['MOUSE#QUALITY', 'SUPPORT#PRICE']",2
1290,374,374:3,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"[('SUPPORT#PRICE', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['SUPPORT#PRICE', 'SUPPORT#QUALITY']",2
1291,374,374:4,It took a little over 2 weeks until i got it back.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1292,374,374:5,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,"[('MOUSE#QUALITY', 'negative')]",['MOUSE#QUALITY'],1
1293,374,374:6,I babyed the heck out of it and i still do.,[],[],0
1294,374,374:7,To be honest i think it was faulty equipment or something but idk.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1295,374,374:8,The graphics are great.,"[('GRAPHICS#GENERAL', 'positive')]",['GRAPHICS#GENERAL'],1
1296,374,374:9,The internet speed is spectacular.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#CONNECTIVITY', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",2
1297,374,374:10,The battery life is probably an hour at best.,"[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
1298,374,374:11,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,"[('SOFTWARE#MISCELLANEOUS', 'negative')]",['SOFTWARE#MISCELLANEOUS'],1
1299,374,374:12,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#CONNECTIVITY', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",2
1300,374,374:13,I wish the volume could be louder and the mouse didnt break after only a month.,"[('MULTIMEDIA_DEVICES#QUALITY', 'negative'), ('MOUSE#QUALITY', 'negative')]","['MULTIMEDIA_DEVICES#QUALITY', 'MOUSE#QUALITY']",2
1301,349,349:0,I received this laptop as a gift and let me just tell you that its the worst.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1302,349,349:1,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"[('LAPTOP#QUALITY', 'negative'), ('MOTHERBOARD#QUALITY', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['LAPTOP#QUALITY', 'MOTHERBOARD#QUALITY', 'SUPPORT#QUALITY']",3
1303,349,349:2,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
1304,349,349:3,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
1305,349,349:4,the whole experiece is horrible so save up and buy a better laptop.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1306,97,97:0,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1307,97,97:1,"The computer is so slow, even after paying staples the extra money to speed it up.","[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
1308,97,97:2,They said it was a computer error on this type of computer.,"[('LAPTOP#MISCELLANEOUS', 'negative')]",['LAPTOP#MISCELLANEOUS'],1
1309,97,97:3,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.","[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1310,97,97:4,"When the computer has been on for several minutes, it will occasionaly just go off by itself.","[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
1311,97,97:5,"Also, the battery does not last very long at all.","[('BATTERY#OPERATION_PERFORMANCE', 'negative')]",['BATTERY#OPERATION_PERFORMANCE'],1
1312,97,97:6,I would recommend not buying this product.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1313,97,97:7,I have had no luck with staples or HP to resolve this problem.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1314,97,97:8,I am stuck with a laptop that I cannot do very much with.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1315,97,97:9,"Also, I have had alot of trouble with the keys sticking and will not type correctly.","[('KEYBOARD#OPERATION_PERFORMANCE', 'negative')]",['KEYBOARD#OPERATION_PERFORMANCE'],1
1316,97,97:10,"Also, I have had alot of trouble with the shift key to go to other lines.","[('KEYBOARD#OPERATION_PERFORMANCE', 'negative')]",['KEYBOARD#OPERATION_PERFORMANCE'],1
1317,97,97:11,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.","[('KEYBOARD#OPERATION_PERFORMANCE', 'negative'), ('KEYBOARD#USABILITY', 'negative')]","['KEYBOARD#OPERATION_PERFORMANCE', 'KEYBOARD#USABILITY']",2
1318,97,97:12,Sometimes the screen even goes black on this computer.,"[('DISPLAY#OPERATION_PERFORMANCE', 'negative')]",['DISPLAY#OPERATION_PERFORMANCE'],1
1319,97,97:13,Will probably never buy a HP again.,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1320,145,145:0,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"[('LAPTOP#QUALITY', 'neutral'), ('LAPTOP#OPERATION_PERFORMANCE', 'neutral')]","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
1321,145,145:1,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"[('HARD_DISC#QUALITY', 'negative'), ('SUPPORT#PRICE', 'negative')]","['HARD_DISC#QUALITY', 'SUPPORT#PRICE']",2
1322,145,145:2,"Before we got this laptop, had a compaq pasaro for 5 years with no problems.",[],[],0
1323,145,145:3,After the bad experience with this computer went back to compaq.,[],[],0
1324,230,230:0,I hate it.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1325,230,230:1,I have had the luxury (sarcasm) of owning 2 of these laptops.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1326,230,230:2,The first fell apart right after the 1-year-warranty.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1327,230,230:3,"During that time, I had to send it back 3 times.","[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1328,230,230:4,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"[('LAPTOP#DESIGN_FEATURES', 'negative'), ('LAPTOP#QUALITY', 'negative'), ('LAPTOP#PRICE', 'negative')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY', 'LAPTOP#PRICE']",3
1329,230,230:5,None of the techs at HP knew what they were doing.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1330,230,230:6,"They would repair one thing, send it back and it would still have the same problem.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1331,230,230:7,"The processor went on me, the fan went and the motherboard went.","[('CPU#QUALITY', 'negative'), ('FANS_COOLING#QUALITY', 'negative'), ('MOTHERBOARD#QUALITY', 'negative')]","['CPU#QUALITY', 'FANS_COOLING#QUALITY', 'MOTHERBOARD#QUALITY']",3
1332,230,230:8,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","[('SUPPORT#QUALITY', 'negative'), ('LAPTOP#GENERAL', 'negative')]","['SUPPORT#QUALITY', 'LAPTOP#GENERAL']",2
1333,230,230:9,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1334,230,230:10,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,"[('WARRANTY#PRICE', 'neutral')]",['WARRANTY#PRICE'],1
1335,230,230:11,I sent it back AND THEY LOST IT.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1336,230,230:12,I waited and waited and no laptop.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1337,230,230:13,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1338,230,230:14,"I waited another month for approval and for them to ""BUILD"" me a new laptop.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1339,230,230:15,I was psyched.,[],[],0
1340,230,230:16,I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.,"[('LAPTOP#CONNECTIVITY', 'negative')]",['LAPTOP#CONNECTIVITY'],1
1341,230,230:17,Here we are another year later and the computer is doing the same thing.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1342,230,230:18,HP didn't fix it.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1343,230,230:19,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1344,230,230:20,"I use my friends and family's $2000 laptops and they are fast and reliable and HP, well, I'll never buy or recommend an HP to anyone!",[],[],0
1345,130,130:0,bought notebook 07/2009.,[],[],0
1346,130,130:1,in 5 months the connect quality got worse and worse.,"[('LAPTOP#CONNECTIVITY', 'negative'), ('LAPTOP#QUALITY', 'negative')]","['LAPTOP#CONNECTIVITY', 'LAPTOP#QUALITY']",2
1347,130,130:2,1st time they got it working the next 5 month they had me send it in.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1348,130,130:3,returned it.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1349,130,130:4,5 months dead again.,"[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1350,130,130:5,They say sorry out of warranty.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1351,130,130:6,Summary: They played games with me for the warranty period.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1352,130,130:7,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,"[('SUPPORT#PRICE', 'negative')]",['SUPPORT#PRICE'],1
1353,130,130:8,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1354,130,130:9,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"[('LAPTOP#CONNECTIVITY', 'negative'), ('SUPPORT#QUALITY', 'negative')]","['LAPTOP#CONNECTIVITY', 'SUPPORT#QUALITY']",2
1355,130,130:10,So buyer beware when buying Toshiba,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1356,52,52:0,I bought this laptop the moment unibody product came to the market.,[],[],0
1357,52,52:1,"I also bought one for my wife, and 3 for my office.",[],[],0
1358,52,52:2,"They are wonderful, but very dangerous when it comes to emitting heat.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#QUALITY', 'negative')]","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']",2
1359,52,52:3,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.","[('LAPTOP#QUALITY', 'negative')]",['LAPTOP#QUALITY'],1
1360,52,52:4,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1361,52,52:5,"This is what they told me: It heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.",[],[],0
1362,52,52:6,"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.",[],[],0
1363,52,52:7,I also experience the same with my MacBook Air.,[],[],0
1364,52,52:8,"So you might ask, what did Apple do for me?",[],[],0
1365,52,52:9,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).","[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1366,52,52:10,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.","[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1367,52,52:11,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.","[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1368,52,52:12,Sad very SAD.,[],[],0
1369,235,235:0,I had meant to purchase the NB205 and bought this one by accident (long story).,[],[],0
1370,235,235:1,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","[('LAPTOP#DESIGN_FEATURES', 'neutral')]",['LAPTOP#DESIGN_FEATURES'],1
1371,235,235:2,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,"[('HARD_DISC#QUALITY', 'negative')]",['HARD_DISC#QUALITY'],1
1372,235,235:3,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","[('SUPPORT#QUALITY', 'positive')]",['SUPPORT#QUALITY'],1
1373,235,235:4,"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",[],[],0
1374,235,235:5,"Also the speakers are not very loud, But it is a netbook.","[('MULTIMEDIA_DEVICES#QUALITY', 'neutral')]",['MULTIMEDIA_DEVICES#QUALITY'],1
1375,235,235:6,Would HIGHLY recommend this netbook though.,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1376,49,49:0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",[],[],0
1377,49,49:1,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1378,49,49:2,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,[],[],0
1379,49,49:3,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",[],[],0
1380,49,49:4,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,"[('SHIPPING#QUALITY', 'negative')]",['SHIPPING#QUALITY'],1
1381,49,49:5,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#PRICE', 'negative')]","['LAPTOP#QUALITY', 'LAPTOP#PRICE']",2
1382,49,49:6,"Although my model was listed as recalled, HP denied my claim.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1383,49,49:7,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",[],[],0
1384,49,49:8,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,[],[],0
1385,49,49:9,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",[],[],0
1386,49,49:10,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",[],[],0
1387,53,53:0,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","[('LAPTOP#GENERAL', 'negative'), ('LAPTOP#QUALITY', 'negative')]","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']",2
1388,53,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","[('SOFTWARE#GENERAL', 'negative'), ('LAPTOP#DESIGN_FEATURES', 'neutral'), ('LAPTOP#OPERATION_PERFORMANCE', 'negative')]","['SOFTWARE#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",3
1389,53,53:2,If you shop around in the current market you can find a much better deal.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1390,53,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","[('SUPPORT#QUALITY', 'positive'), ('SHIPPING#QUALITY', 'negative')]","['SUPPORT#QUALITY', 'SHIPPING#QUALITY']",2
1391,60,60:0,Unable to boot up this brand new laptop.,"[('LAPTOP#QUALITY', 'negative'), ('LAPTOP#OPERATION_PERFORMANCE', 'negative')]","['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",2
1392,60,60:1,Spent 2 hours on phone with HP Technical Support.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1393,60,60:2,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1394,60,60:3,They are asking me to ship the unit back to fix it at their site.,"[('SUPPORT#QUALITY', 'neutral')]",['SUPPORT#QUALITY'],1
1395,60,60:4,I am going to go back and return at Store I bought from!,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1396,89,89:0,This computer had exactly the specifications I needed.,"[('LAPTOP#DESIGN_FEATURES', 'positive')]",['LAPTOP#DESIGN_FEATURES'],1
1397,89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('LAPTOP#PORTABILITY', 'positive'), ('LAPTOP#OPERATION_PERFORMANCE', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",3
1398,89,89:2,The perfect notebook...,"[('LAPTOP#GENERAL', 'positive')]",['LAPTOP#GENERAL'],1
1399,89,89:3,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,"[('LAPTOP#OPERATION_PERFORMANCE', 'negative')]",['LAPTOP#OPERATION_PERFORMANCE'],1
1400,89,89:4,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,"[('LAPTOP#CONNECTIVITY', 'negative')]",['LAPTOP#CONNECTIVITY'],1
1401,89,89:5,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1402,89,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1403,89,89:7,Needless to say a PC that can't support a cell phone is less than useless!,"[('LAPTOP#CONNECTIVITY', 'negative')]",['LAPTOP#CONNECTIVITY'],1
1404,92,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","[('SUPPORT#QUALITY', 'negative'), ('COMPANY#GENERAL', 'negative')]","['SUPPORT#QUALITY', 'COMPANY#GENERAL']",2
1405,92,92:1,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1406,92,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","[('POWER_SUPPLY#QUALITY', 'negative'), ('POWER_SUPPLY#OPERATION_PERFORMANCE', 'negative')]","['POWER_SUPPLY#QUALITY', 'POWER_SUPPLY#OPERATION_PERFORMANCE']",2
1407,92,92:3,"Call tech support, standard email the form and fax it back in to us.",[],[],0
1408,92,92:4,"I called back to ensure that received it, they had.",[],[],0
1409,92,92:5,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1410,92,92:6,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1411,92,92:7,This was the 3rd day and part still had not been shipped.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1412,92,92:8,Asked the customer service rep.,[],[],0
1413,92,92:9,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",[],[],0
1414,92,92:10,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.","[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1415,92,92:11,Was searching online for a power supply when I found this site.,[],[],0
1416,92,92:12,I'm tired of the inept service.,"[('SUPPORT#QUALITY', 'negative')]",['SUPPORT#QUALITY'],1
1417,92,92:13,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,"[('COMPANY#GENERAL', 'negative')]",['COMPANY#GENERAL'],1
1418,92,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"[('POWER_SUPPLY#OPERATION_PERFORMANCE', 'negative'), ('POWER_SUPPLY#DESIGN_FEATURES', 'negative')]","['POWER_SUPPLY#OPERATION_PERFORMANCE', 'POWER_SUPPLY#DESIGN_FEATURES']",2
1419,92,92:15,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,"[('LAPTOP#GENERAL', 'negative')]",['LAPTOP#GENERAL'],1
1420,92,92:16,HOW DOES THE POWER SUPPLY NOT WORK!!!,"[('POWER_SUPPLY#OPERATION_PERFORMANCE', 'negative')]",['POWER_SUPPLY#OPERATION_PERFORMANCE'],1
1421,92,92:17,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",[],[],0
1422,310,310:0,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,"[('LAPTOP#MISCELLANEOUS', 'positive')]",['LAPTOP#MISCELLANEOUS'],1
1423,310,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","[('LAPTOP#GENERAL', 'positive'), ('LAPTOP#MISCELLANEOUS', 'positive')]","['LAPTOP#GENERAL', 'LAPTOP#MISCELLANEOUS']",2
1424,310,310:2,"It pretty much does everything we could ever need, and looks great to boot.","[('LAPTOP#OPERATION_PERFORMANCE', 'positive'), ('LAPTOP#DESIGN_FEATURES', 'positive')]","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",2
1425,310,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.","[('LAPTOP#DESIGN_FEATURES', 'positive'), ('COMPANY#GENERAL', 'positive')]","['LAPTOP#DESIGN_FEATURES', 'COMPANY#GENERAL']",2
