,rid,sid,text,category,polarity,attribute,entity
1869,53,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1870,53,53:2,If you shop around in the current market you can find a much better deal.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1871,53,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SUPPORT#QUALITY,positive,QUALITY,SUPPORT
1872,53,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",SHIPPING#QUALITY,negative,QUALITY,SHIPPING
1873,60,60:0,Unable to boot up this brand new laptop.,LAPTOP#QUALITY,negative,QUALITY,LAPTOP
1874,60,60:0,Unable to boot up this brand new laptop.,LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1875,60,60:1,Spent 2 hours on phone with HP Technical Support.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1876,60,60:2,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1877,60,60:3,They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral,QUALITY,SUPPORT
1878,60,60:4,I am going to go back and return at Store I bought from!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1879,89,89:0,This computer had exactly the specifications I needed.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1880,89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1881,89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1882,89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1883,89,89:2,The perfect notebook...,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1884,89,89:3,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1885,89,89:4,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP#CONNECTIVITY,negative,CONNECTIVITY,LAPTOP
1886,89,89:5,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1887,89,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1888,89,89:7,Needless to say a PC that can't support a cell phone is less than useless!,LAPTOP#CONNECTIVITY,negative,CONNECTIVITY,LAPTOP
1889,92,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1890,92,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.",COMPANY#GENERAL,negative,GENERAL,COMPANY
1891,92,92:1,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1892,92,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#QUALITY,negative,QUALITY,POWER_SUPPLY
1893,92,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",POWER_SUPPLY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,POWER_SUPPLY
1894,92,92:3,"Call tech support, standard email the form and fax it back in to us.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1895,92,92:4,"I called back to ensure that received it, they had.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1896,92,92:5,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1897,92,92:6,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1898,92,92:7,This was the 3rd day and part still had not been shipped.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1899,92,92:8,Asked the customer service rep.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1900,92,92:9,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1901,92,92:10,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1902,92,92:11,Was searching online for a power supply when I found this site.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1903,92,92:12,I'm tired of the inept service.,SUPPORT#QUALITY,negative,QUALITY,SUPPORT
1904,92,92:13,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,COMPANY#GENERAL,negative,GENERAL,COMPANY
1905,92,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,POWER_SUPPLY
1906,92,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,POWER_SUPPLY#DESIGN_FEATURES,negative,DESIGN_FEATURES,POWER_SUPPLY
1907,92,92:15,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1908,92,92:16,HOW DOES THE POWER SUPPLY NOT WORK!!!,POWER_SUPPLY#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,POWER_SUPPLY
1909,92,92:17,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1910,310,310:0,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1911,310,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1912,310,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1913,310,310:2,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1914,310,310:2,"It pretty much does everything we could ever need, and looks great to boot.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1915,310,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1916,310,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.",COMPANY#GENERAL,positive,GENERAL,COMPANY
1917,310,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,SOFTWARE#USABILITY,positive,USABILITY,SOFTWARE
1918,310,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1919,310,310:5,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1920,310,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1921,310,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.",COMPANY#GENERAL,positive,GENERAL,COMPANY
1922,41,41:0,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1923,41,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1924,41,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1925,41,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1926,41,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
1927,41,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1928,41,41:3,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
1929,41,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",GRAPHICS#GENERAL,positive,GENERAL,GRAPHICS
1930,41,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1931,41,41:5,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1932,41,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",OS#USABILITY,positive,USABILITY,OS
1933,41,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",MOUSE#DESIGN_FEATURES,positive,DESIGN_FEATURES,MOUSE
1934,41,41:7,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1935,41,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#DESIGN_FEATURES,positive,DESIGN_FEATURES,MOUSE
1936,41,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).",MOUSE#USABILITY,positive,USABILITY,MOUSE
1937,41,41:9,"Still, this laptop is perfect for all day use at school and work.",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1938,41,41:10,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1939,42,42:0,Me and my boyfriend bought the Gateway NV78 in nov of 09.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1940,42,42:1,Bought with a credit card.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1941,42,42:2,Probbly the worst decision we ever made!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1942,42,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,KEYBOARD#QUALITY,negative,QUALITY,KEYBOARD
1943,42,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,HARD_DISC#QUALITY,negative,QUALITY,HARD_DISC
1944,42,42:4,the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1945,42,42:5,the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1946,42,42:6,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1947,42,42:6,pretty much everything else about the computer is good it just stops working out of no were.,LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1948,42,42:7,i love the size of the computer since i play games on it.,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1949,42,42:8,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,KEYBOARD#DESIGN_FEATURES,positive,DESIGN_FEATURES,KEYBOARD
1950,42,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#DESIGN_FEATURES,negative,DESIGN_FEATURES,KEYBOARD
1951,42,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,KEYBOARD#USABILITY,negative,USABILITY,KEYBOARD
1952,42,42:10,So i would not reccomend anyone buying this computer,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1953,6,6:0,"First, it does not have a push button to open the lid.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1954,6,6:1,It is held in place magnetically.,LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
1955,6,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
1956,6,6:2,There is a little indent to help open it - but good luck with that.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1957,6,6:3,"Once open, the leading edge is razor sharp.",LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1958,6,6:4,This is the complete opposite to an ergonomic design.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1959,6,6:4,This is the complete opposite to an ergonomic design.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1960,6,6:5,Using this machine is like a mild form of torture.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1961,6,6:6,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1962,6,6:7,The much lauded combined touch pad and clicker is a nightmare.,MOUSE#DESIGN_FEATURES,negative,DESIGN_FEATURES,MOUSE
1963,6,6:8,I lost two items I was working on until I figured out what was happening.,MOUSE#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,MOUSE
1964,6,6:8,I lost two items I was working on until I figured out what was happening.,MOUSE#USABILITY,negative,USABILITY,MOUSE
1965,6,6:9,"Also, the space bar makes a noisy click every time you use it.",KEYBOARD#QUALITY,negative,QUALITY,KEYBOARD
1966,6,6:10,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1967,6,6:11,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1968,6,6:11,"It is absolutely horrible to use, despite all its so called advanced features.",LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
1969,6,6:12,I regret buying it before understanding how awful it is to use.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1970,6,6:12,I regret buying it before understanding how awful it is to use.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
1971,6,6:13,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1972,6,6:14,It's a bummer and one out of five is being kind.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1973,6,6:15,My Mac has gone from being a trusted friend to an adversary.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1974,6,6:16,I'm going to try and keep my old G4 on the road for as long as possible.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1975,6,6:17,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1976,68,68:0,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1977,68,68:1,But the screen size is not that bad for email and web browsing.,DISPLAY#DESIGN_FEATURES,neutral,DESIGN_FEATURES,DISPLAY
1978,68,68:2,I like this machine because its very lightweight...,LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
1979,68,68:3,very convenient when you travel and the battery life is excellent...,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
1980,68,68:3,very convenient when you travel and the battery life is excellent...,LAPTOP#PORTABILITY,positive,PORTABILITY,LAPTOP
1981,68,68:4,10 hours of battery life is really something else....,BATTERY#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,BATTERY
1982,68,68:5,I highly recommend that you buy this product.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1983,7,7:0,"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1984,7,7:1,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1985,7,7:2,I Hate it!,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
1986,70,70:0,It is the easiest computer I have ever used,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
1987,70,70:1,I have had some excellent computer and have found I had no idea what to do with them,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1988,70,70:2,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
1989,70,70:3,I LOVE IT!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1990,70,70:4,I can't say enough good for it!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1991,72,72:0,It's A MAC!!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1992,72,72:1,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1993,72,72:2,I like to use it at the race track to handiecap the horse races.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1994,72,72:3,It's face and depanable.,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
1995,72,72:4,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
1996,72,72:5,it's just a great toy to have around.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
1997,73,73:0,very very slow laptop.,LAPTOP#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,LAPTOP
1998,73,73:1,tons of bloatware and junk programs.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
1999,73,73:1,tons of bloatware and junk programs.,SOFTWARE#GENERAL,negative,GENERAL,SOFTWARE
2000,73,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
2001,73,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,SOFTWARE#GENERAL,negative,GENERAL,SOFTWARE
2002,73,73:3,keys are all in weird places and is way too large for the way it is designed.,KEYBOARD#DESIGN_FEATURES,negative,DESIGN_FEATURES,KEYBOARD
2003,73,73:3,keys are all in weird places and is way too large for the way it is designed.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
2004,73,73:4,lots of extra space but the keyboard is ridiculously small.,KEYBOARD#DESIGN_FEATURES,negative,DESIGN_FEATURES,KEYBOARD
2005,73,73:4,lots of extra space but the keyboard is ridiculously small.,LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
2006,266,266:0,Amazing machine.,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
2007,266,266:1,"It is a big big, but since it has a 18.4"" screen what would you expect!",LAPTOP#DESIGN_FEATURES,neutral,DESIGN_FEATURES,LAPTOP
2008,266,266:2,It is truly a Desktop Replacement.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
2009,266,266:3,Very fast and efficient!,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
2010,266,266:4,Does a great job with video shot on a Canon 5D MKII.,LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
2011,266,266:5,Very happy with my 7th Toshiba laptop!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
2012,259,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",MOUSE#USABILITY,positive,USABILITY,MOUSE
2013,259,259:1,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2014,259,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",SOFTWARE#GENERAL,positive,GENERAL,SOFTWARE
2015,259,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",LAPTOP#DESIGN_FEATURES,positive,DESIGN_FEATURES,LAPTOP
2016,259,259:3,I especially appreciate the fact that it has almost zero viruses and spyware problems!,LAPTOP#QUALITY,positive,QUALITY,LAPTOP
2017,259,259:4,"The only drawback for me is how dirty the screen gets, and rather quickly too.",DISPLAY#QUALITY,negative,QUALITY,DISPLAY
2018,259,259:5,I'm hoping that I can find a really quick way to clean it without it getting too gross.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2019,259,259:6,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
2020,259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#OPERATION_PERFORMANCE,positive,OPERATION_PERFORMANCE,LAPTOP
2021,259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#GENERAL,positive,GENERAL,LAPTOP
2022,259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,LAPTOP#USABILITY,positive,USABILITY,LAPTOP
2023,259,259:8,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",LAPTOP#MISCELLANEOUS,positive,MISCELLANEOUS,LAPTOP
2024,100,100:0,I never have had a good result with this computer.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2025,100,100:1,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",LAPTOP#QUALITY,negative,QUALITY,LAPTOP
2026,100,100:2,"They told me it was my loss even though it was the computer, not  what I've done.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
2027,100,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.",HARD_DISC#QUALITY,negative,QUALITY,HARD_DISC
2028,100,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.",POWER_SUPPLY#QUALITY,negative,QUALITY,POWER_SUPPLY
2029,100,100:4,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",SUPPORT#QUALITY,negative,QUALITY,SUPPORT
2030,100,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",COMPANY#GENERAL,negative,GENERAL,COMPANY
2031,100,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.",LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2032,100,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,COMPANY#GENERAL,negative,GENERAL,COMPANY
2033,147,147:0,I just bought this laptop 3 days ago.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2034,147,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#QUALITY,negative,QUALITY,MULTIMEDIA_DEVICES
2035,147,147:1,The right speaker did not work.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES
2036,147,147:2,I took it back to the store and exchanged it for another one.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2037,147,147:3,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#QUALITY,negative,QUALITY,MULTIMEDIA_DEVICES
2038,147,147:3,"Again, the same problem, the right speaker did not work.",MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES
2039,147,147:4,I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2040,149,149:0,the mouse pad and buttons are the worst i've ever seen.,MOUSE#GENERAL,negative,GENERAL,MOUSE
2041,149,149:1,sometimes you will be moving your finger and the pointer will not even move.,MOUSE#OPERATION_PERFORMANCE,negative,OPERATION_PERFORMANCE,MOUSE
2042,149,149:2,the mouse buttons are hard to push.,MOUSE#USABILITY,negative,USABILITY,MOUSE
2043,149,149:3,i cant believe HP put this out.,COMPANY#GENERAL,negative,GENERAL,COMPANY
2044,149,149:3,i cant believe HP put this out.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2045,149,149:4,do not buy you will be disappointed.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2046,149,149:5,i'm returning mine,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2047,150,150:0,dell is a decently made pc.,LAPTOP#GENERAL,neutral,GENERAL,LAPTOP
2048,150,150:1,although its windows vista compared to windows xp sucks.,UNKNOWN#UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2049,150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,GRAPHICS#GENERAL,negative,GENERAL,GRAPHICS
2050,150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
2051,150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
2052,150,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#DESIGN_FEATURES,negative,DESIGN_FEATURES,LAPTOP
2053,150,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,LAPTOP#USABILITY,negative,USABILITY,LAPTOP
2054,150,150:4,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,LAPTOP#GENERAL,negative,GENERAL,LAPTOP
2055,275,275:0,"I love HP,, it's the only computer/printer we will buy.",COMPANY#GENERAL,positive,GENERAL,COMPANY
2056,275,275:0,"I love HP,, it's the only computer/printer we will buy.",LAPTOP#GENERAL,positive,GENERAL,LAPTOP
