,text,categorys,polarity
1322,"Before we got this laptop, had a compaq pasaro for 5 years with no problems.",[],na
1323,After the bad experience with this computer went back to compaq.,[],na
1324,I hate it.,['GENERAL'],negative
1325,I have had the luxury (sarcasm) of owning 2 of these laptops.,['GENERAL'],negative
1326,The first fell apart right after the 1-year-warranty.,['QUALITY'],negative
1327,"During that time, I had to send it back 3 times.",['QUALITY'],negative
1328,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"['DESIGN_FEATURES', 'QUALITY', 'PRICE']",negative
1329,None of the techs at HP knew what they were doing.,['SUPPORT'],negative
1330,"They would repair one thing, send it back and it would still have the same problem.",['SUPPORT'],negative
1331,"The processor went on me, the fan went and the motherboard went.","['CPU', 'FANS_COOLING', 'MOTHERBOARD']",negative
1332,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","['SUPPORT', 'GENERAL']",negative
1333,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,['SUPPORT'],negative
1334,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,['WARRANTY'],neutral
1335,I sent it back AND THEY LOST IT.,['SUPPORT'],negative
1336,I waited and waited and no laptop.,['SUPPORT'],negative
1337,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,['SUPPORT'],negative
1338,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",['SUPPORT'],negative
1339,I was psyched.,[],na
1340,I thought all my problems would finally be solved being that my old computer wouldn't go onto our wireless network and I wouldn't have the same problems because it was updated.,['CONNECTIVITY'],negative
1341,Here we are another year later and the computer is doing the same thing.,['SUPPORT'],negative
1342,HP didn't fix it.,['SUPPORT'],negative
1343,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,['QUALITY'],negative
1344,"I use my friends and family's $2000 laptops and they are fast and reliable and HP, well, I'll never buy or recommend an HP to anyone!",[],na
1345,bought notebook 07/2009.,[],na
1346,in 5 months the connect quality got worse and worse.,"['CONNECTIVITY', 'QUALITY']",negative
1347,1st time they got it working the next 5 month they had me send it in.,['SUPPORT'],negative
1348,returned it.,['GENERAL'],negative
1349,5 months dead again.,['QUALITY'],negative
1350,They say sorry out of warranty.,['SUPPORT'],negative
1351,Summary: They played games with me for the warranty period.,['SUPPORT'],negative
1352,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,['SUPPORT'],negative
1353,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,['SUPPORT'],negative
1354,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"['CONNECTIVITY', 'SUPPORT']",negative
1355,So buyer beware when buying Toshiba,['COMPANY'],negative
1356,I bought this laptop the moment unibody product came to the market.,[],na
1357,"I also bought one for my wife, and 3 for my office.",[],na
1358,"They are wonderful, but very dangerous when it comes to emitting heat.","['GENERAL', 'QUALITY']",mixed
1359,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",['QUALITY'],negative
1360,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",['SUPPORT'],negative
1361,"This is what they told me: It heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.",[],na
1362,"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.",[],na
1363,I also experience the same with my MacBook Air.,[],na
1364,"So you might ask, what did Apple do for me?",[],na
1365,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",['COMPANY'],negative
1366,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",['COMPANY'],negative
1367,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",['COMPANY'],negative
1368,Sad very SAD.,[],na
1369,I had meant to purchase the NB205 and bought this one by accident (long story).,[],na
1370,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",['DESIGN_FEATURES'],neutral
1371,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,['HARD_DISC'],negative
1372,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",['SUPPORT'],positive
1373,"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",[],na
1374,"Also the speakers are not very loud, But it is a netbook.",['MULTIMEDIA_DEVICES'],neutral
1375,Would HIGHLY recommend this netbook though.,['GENERAL'],positive
1376,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",[],na
1377,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,['SUPPORT'],negative
1378,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,[],na
1379,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",[],na
1380,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,['SHIPPING'],negative
1381,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","['QUALITY', 'PRICE']",negative
1382,"Although my model was listed as recalled, HP denied my claim.",['SUPPORT'],negative
1383,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",[],na
1384,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,[],na
1385,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",[],na
1386,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",[],na
1387,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","['GENERAL', 'QUALITY']",negative
1388,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","['SOFTWARE', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']",mixed
1389,If you shop around in the current market you can find a much better deal.,['GENERAL'],negative
1390,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","['SUPPORT', 'SHIPPING']",mixed
1391,Unable to boot up this brand new laptop.,"['QUALITY', 'OPERATION_PERFORMANCE']",negative
1392,Spent 2 hours on phone with HP Technical Support.,['SUPPORT'],negative
1393,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",['SUPPORT'],negative
1394,They are asking me to ship the unit back to fix it at their site.,['SUPPORT'],neutral
1395,I am going to go back and return at Store I bought from!,['GENERAL'],negative
1396,This computer had exactly the specifications I needed.,['DESIGN_FEATURES'],positive
1397,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","['DESIGN_FEATURES', 'PORTABILITY', 'OPERATION_PERFORMANCE']",positive
1398,The perfect notebook...,['GENERAL'],positive
1399,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,['OPERATION_PERFORMANCE'],negative
1400,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,['CONNECTIVITY'],negative
1401,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",['SUPPORT'],negative
1402,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",['SUPPORT'],negative
1403,Needless to say a PC that can't support a cell phone is less than useless!,['CONNECTIVITY'],negative
1404,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","['SUPPORT', 'COMPANY']",negative
1405,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,['SUPPORT'],negative
1406,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","['POWER_SUPPLY', 'POWER_SUPPLY']",negative
1407,"Call tech support, standard email the form and fax it back in to us.",[],na
1408,"I called back to ensure that received it, they had.",[],na
1409,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,['SUPPORT'],negative
1410,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,['SUPPORT'],negative
1411,This was the 3rd day and part still had not been shipped.,['SUPPORT'],negative
1412,Asked the customer service rep.,[],na
1413,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",[],na
1414,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",['SUPPORT'],negative
1415,Was searching online for a power supply when I found this site.,[],na
1416,I'm tired of the inept service.,['SUPPORT'],negative
1417,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,['COMPANY'],negative
1418,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"['POWER_SUPPLY', 'POWER_SUPPLY']",negative
1419,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,['GENERAL'],negative
1420,HOW DOES THE POWER SUPPLY NOT WORK!!!,['POWER_SUPPLY'],negative
1421,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",[],na
1422,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,['MISCELLANEOUS'],positive
1423,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","['GENERAL', 'MISCELLANEOUS']",positive
1424,"It pretty much does everything we could ever need, and looks great to boot.","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']",positive
1425,"Apple is always great about the aesthetics of things, they always come up with good looking products.","['DESIGN_FEATURES', 'COMPANY']",positive
1426,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"['SOFTWARE', 'OPERATION_PERFORMANCE']",positive
1427,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",['GENERAL'],positive
1428,"It's great and we will always stick with Apple computers, we have been so happy with them.","['GENERAL', 'COMPANY']",positive
1429,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",[],na
1430,"The 13"" MacBook Pro is portable, durable, and very capable.","['QUALITY', 'PORTABILITY', 'OPERATION_PERFORMANCE']",positive
1431,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","['BATTERY', 'MISCELLANEOUS']",positive
1432,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",['OPERATION_PERFORMANCE'],positive
1433,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","['GRAPHICS', 'MISCELLANEOUS']",positive
1434,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,[],na
1435,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","['OS', 'MOUSE']",positive
1436,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",[],na
1437,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","['MOUSE', 'MOUSE']",positive
1438,"Still, this laptop is perfect for all day use at school and work.",['MISCELLANEOUS'],positive
1439,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,['QUALITY'],positive
1440,Me and my boyfriend bought the Gateway NV78 in nov of 09.,[],na
1441,Bought with a credit card.,[],na
1442,Probbly the worst decision we ever made!,['GENERAL'],negative
1443,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"['KEYBOARD', 'HARD_DISC']",negative
1444,the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,[],na
1445,the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,[],na
1446,pretty much everything else about the computer is good it just stops working out of no were.,"['GENERAL', 'OPERATION_PERFORMANCE']",mixed
1447,i love the size of the computer since i play games on it.,['DESIGN_FEATURES'],positive
1448,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,['KEYBOARD'],positive
1449,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"['KEYBOARD', 'KEYBOARD']",negative
1450,So i would not reccomend anyone buying this computer,['GENERAL'],negative
1451,"First, it does not have a push button to open the lid.",['DESIGN_FEATURES'],negative
1452,It is held in place magnetically.,['DESIGN_FEATURES'],neutral
1453,There is a little indent to help open it - but good luck with that.,"['DESIGN_FEATURES', 'USABILITY']",mixed
1454,"Once open, the leading edge is razor sharp.",['DESIGN_FEATURES'],negative
1455,This is the complete opposite to an ergonomic design.,"['DESIGN_FEATURES', 'USABILITY']",negative
1456,Using this machine is like a mild form of torture.,['USABILITY'],negative
1457,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",[],na
1458,The much lauded combined touch pad and clicker is a nightmare.,['MOUSE'],negative
1459,I lost two items I was working on until I figured out what was happening.,"['MOUSE', 'MOUSE']",negative
1460,"Also, the space bar makes a noisy click every time you use it.",['KEYBOARD'],negative
1461,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",['GENERAL'],negative
1462,"It is absolutely horrible to use, despite all its so called advanced features.","['USABILITY', 'DESIGN_FEATURES']",mixed
1463,I regret buying it before understanding how awful it is to use.,"['GENERAL', 'USABILITY']",negative
1464,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.",[],na
1465,It's a bummer and one out of five is being kind.,['GENERAL'],negative
1466,My Mac has gone from being a trusted friend to an adversary.,['GENERAL'],negative
1467,I'm going to try and keep my old G4 on the road for as long as possible.,[],na
1468,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",['GENERAL'],negative
1469,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",[],na
1470,But the screen size is not that bad for email and web browsing.,['DISPLAY'],neutral
1471,I like this machine because its very lightweight...,['DESIGN_FEATURES'],positive
1472,very convenient when you travel and the battery life is excellent...,"['BATTERY', 'PORTABILITY']",positive
1473,10 hours of battery life is really something else....,['BATTERY'],positive
1474,I highly recommend that you buy this product.,['GENERAL'],positive
1475,"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had.",[],na
1476,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",['OPERATION_PERFORMANCE'],negative
1477,I Hate it!,['GENERAL'],negative
1478,It is the easiest computer I have ever used,['USABILITY'],positive
1479,I have had some excellent computer and have found I had no idea what to do with them,[],na
1480,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",[],na
1481,I LOVE IT!,['GENERAL'],positive
1482,I can't say enough good for it!,['GENERAL'],positive
1483,It's A MAC!!,['GENERAL'],positive
1484,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",['GENERAL'],positive
1485,I like to use it at the race track to handiecap the horse races.,['MISCELLANEOUS'],positive
1486,It's face and depanable.,['QUALITY'],positive
1487,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,['MISCELLANEOUS'],positive
1488,it's just a great toy to have around.,['GENERAL'],positive
1489,very very slow laptop.,['OPERATION_PERFORMANCE'],negative
1490,tons of bloatware and junk programs.,"['DESIGN_FEATURES', 'SOFTWARE']",negative
1491,can't reinstall with standard os cd because of proprietary hardware drivers.,"['USABILITY', 'SOFTWARE']",negative
1492,keys are all in weird places and is way too large for the way it is designed.,"['KEYBOARD', 'DESIGN_FEATURES']",negative
1493,lots of extra space but the keyboard is ridiculously small.,"['KEYBOARD', 'DESIGN_FEATURES']",mixed
1494,Amazing machine.,['GENERAL'],positive
1495,"It is a big big, but since it has a 18.4"" screen what would you expect!",['DESIGN_FEATURES'],neutral
1496,It is truly a Desktop Replacement.,['MISCELLANEOUS'],positive
1497,Very fast and efficient!,['OPERATION_PERFORMANCE'],positive
1498,Does a great job with video shot on a Canon 5D MKII.,['MISCELLANEOUS'],positive
1499,Very happy with my 7th Toshiba laptop!,['GENERAL'],positive
1500,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",['MOUSE'],positive
1501,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",[],na
1502,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","['SOFTWARE', 'DESIGN_FEATURES']",positive
1503,I especially appreciate the fact that it has almost zero viruses and spyware problems!,['QUALITY'],positive
1504,"The only drawback for me is how dirty the screen gets, and rather quickly too.",['DISPLAY'],negative
1505,I'm hoping that I can find a really quick way to clean it without it getting too gross.,[],na
1506,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,['USABILITY'],positive
1507,Now I have the best of both worlds with all of the power and ease of the Mac!,"['OPERATION_PERFORMANCE', 'GENERAL', 'USABILITY']",positive
1508,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",['MISCELLANEOUS'],positive
1509,I never have had a good result with this computer.,['GENERAL'],negative
1510,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",['QUALITY'],negative
1511,"They told me it was my loss even though it was the computer, not  what I've done.",['SUPPORT'],negative
1512,"The hard drive crashed as well, and I had to buy a new  power cord.","['HARD_DISC', 'POWER_SUPPLY']",negative
1513,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",['SUPPORT'],negative
1514,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.","['COMPANY', 'GENERAL']",negative
1515,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,['COMPANY'],negative
1516,I just bought this laptop 3 days ago.,[],na
1517,The right speaker did not work.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']",negative
1518,I took it back to the store and exchanged it for another one.,[],na
1519,"Again, the same problem, the right speaker did not work.","['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']",negative
1520,I returned the 2nd laptop for a full refund.,['GENERAL'],negative
1521,the mouse pad and buttons are the worst i've ever seen.,['MOUSE'],negative
1522,sometimes you will be moving your finger and the pointer will not even move.,['MOUSE'],negative
1523,the mouse buttons are hard to push.,['MOUSE'],negative
1524,i cant believe HP put this out.,"['COMPANY', 'GENERAL']",negative
1525,do not buy you will be disappointed.,['GENERAL'],negative
1526,i'm returning mine,['GENERAL'],negative
1527,dell is a decently made pc.,['GENERAL'],neutral
1528,although its windows vista compared to windows xp sucks.,[],na
1529,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"['GRAPHICS', 'DESIGN_FEATURES', 'USABILITY']",negative
1530,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"['DESIGN_FEATURES', 'USABILITY']",negative
1531,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,['GENERAL'],negative
1532,"I love HP,, it's the only computer/printer we will buy.","['COMPANY', 'GENERAL']",positive
1533,Got this for a graduation gift for my daughter for her to use at college.,[],na
1534,This is perfect for her field.,['MISCELLANEOUS'],positive
1535,"At first when I got this product, I loved it.",['GENERAL'],positive
1536,"The computer itself was fast, ran smoothly, and had no problems.","['OPERATION_PERFORMANCE', 'GENERAL']",positive
1537,"Then, within 5 months, the charger crapped out on me.",['POWER_SUPPLY'],negative
1538,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",['SUPPORT'],negative
1539,"2 months later, the battery went.",['BATTERY'],negative
1540,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","['BATTERY', 'SUPPORT']",negative
1541,"THEN, one month after the warranty expired, the replacement charger went.",['POWER_SUPPLY'],negative
1542,I had to pay $100 for a universal charger for this cheap $300 laptop.,['MISCELLANEOUS'],negative
1543,Not worth it one bit.,['GENERAL'],negative
1544,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","['DESIGN_FEATURES', 'QUALITY', 'SUPPORT']",negative
1545,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","['DISPLAY', 'PRICE']",mixed
1546,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",['QUALITY'],negative
1547,And it is impossible to get them back in.,['QUALITY'],negative
1548,Strengths:Well-shaped,['DESIGN_FEATURES'],positive
1549,Weaknesses:A bad videocard!,['GRAPHICS'],negative
1550,"Posted Nov 8, 2010 -",[],na
1551,Two weeks ago I bought this notebook.,[],na
1552,What can I say.,[],na
1553,The first programm I switched on was a game for my children.,[],na
1554,After 20-30 min the screen of the notebook switched off.,['DISPLAY'],negative
1555,"It was still working, but there was nothing on the screen.",['DISPLAY'],negative
1556,I was said it's videocard.,['GRAPHICS'],negative
1557,Very disappointed!,['GENERAL'],negative
1558,Didn't expect to repair it at once!,['QUALITY'],negative
1559,Going to bring it to service today.,[],na
1560,Don't buy this model.,['GENERAL'],negative
1561,An absolutely hateful machine that no one should get of their own free will.,['GENERAL'],negative
1562,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,[],na
1563,"Mine came at $1,700 w/o a DVD burner (!).","['DESIGN_FEATURES', 'PRICE']",negative
1564,Enough said.,[],na
1565,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",['DISPLAY'],negative
1566,"The 4 USB ports are nice, but the two on the side only work now and then.","['DESIGN_FEATURES', 'PORTS', 'PORTS']",mixed
1567,Keyboard could use some trimming.,['KEYBOARD'],negative
1568,"Did I mention everything about it, from size to weight to keyboard screams BULK?","['KEYBOARD', 'DESIGN_FEATURES', 'GENERAL']",negative
1569,I'm glad I made the choice to switch and buy this MAC.,['GENERAL'],positive
1570,The benefits were immediate!,['GENERAL'],positive
1571,Awesome graphics!,['GRAPHICS'],positive
1572,Applications respond immediately (not like the tired MS applications).,[],na
1573,"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop.",[],na
1574,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,['POWER_SUPPLY'],positive
1575,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",[],na
1576,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",[],na
1577,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"['GENERAL', 'USABILITY']",mixed
1578,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",['GENERAL'],positive
1579,"I am definitely sold, and not going back to PCs for home use!",[],na
1580,I previously owned an HP desktop and a Dell laptop.,[],na
1581,Both computers started acting extremely slow within the first year of owning them.,[],na
1582,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","['GENERAL', 'QUALITY', 'OPERATION_PERFORMANCE']",positive
1583,I especially like the backlit keyboard.,['KEYBOARD'],positive
1584,It makes doing schoolwork at night so much easier.,['USABILITY'],positive
1585,"It is also very lightweight, making transporting this computer very easy.","['DESIGN_FEATURES', 'PORTABILITY']",positive
1586,The graphics on this computer are also stellar - very clear and vivid.,['GRAPHICS'],positive
1587,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",[],na
1588,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","['SOFTWARE', 'SOFTWARE']",positive
1589,The program came with the computer and works beautifully.,['SOFTWARE'],positive
1590,I definitely will buy a Mac again if and when this computer ever fails.,"['GENERAL', 'COMPANY']",positive
1591,My hp G60-244dx died after only 16 months.,['QUALITY'],negative
1592,It started out getting hot after only a few months.,['QUALITY'],negative
1593,I should have sent it back to them then.,[],na
1594,At 16 months it started shutting off after only 5 or 10 minutes.,['OPERATION_PERFORMANCE'],negative
1595,I use a cooling pad but it doesn't help.,['MISCELLANEOUS'],negative
1596,I took it to the shop and they said It would cost too much to repair it.,['SUPPORT'],negative
1597,I had a toshiba for 10 years.,[],na
1598,I'll stick to Tashiba.,[],na
1599,I will have to say that I love my MacBook Pro!,['GENERAL'],positive
1600,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.,['OPERATION_PERFORMANCE'],positive
1601,I have used different laptops in the past and I have to rate this one way above the rest.,[],na
1602,This is now my 3rd MacBook Pro and I really honestly love it!,['GENERAL'],positive
1603,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",[],na
1604,The MacBook Pro is very sturdy and versatile.,"['QUALITY', 'USABILITY']",positive
1605,I love it!,['GENERAL'],positive
1606,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",['DESIGN_FEATURES'],positive
1607,We are addicted to the Mac.,['GENERAL'],positive
1608,This is a great laptop and I would recommend it to anyone.,['GENERAL'],positive
1609,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,['OS'],positive
1610,Great laptop that offers many great features!,"['DESIGN_FEATURES', 'GENERAL']",positive
1611,Lightweight and the screen is beautiful!,"['DISPLAY', 'DESIGN_FEATURES']",positive
1612,I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.,[],na
1613,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,"['USABILITY', 'GENERAL']",positive
1614,"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations.",[],na
1615,"Buy it, love it, and I promise you won't regret it.",['GENERAL'],positive
1616,This computer is good for 10 days then it sucks for the rest of your life.,['QUALITY'],negative
1617,"Don't waste their money, save it and but a mac.",[],na
1618,You will regret it if you buy any dell.,['COMPANY'],negative
1619,Dell sucks,['COMPANY'],negative
1620,The only pro to this computer is it was under $600!,"['GENERAL', 'PRICE']",mixed
1621,Everything is falling apart internally and externally.,['QUALITY'],negative
1622,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",[],na
1623,With in weeks of purchasing my computer is began to slow down.,"['QUALITY', 'OPERATION_PERFORMANCE']",negative
1624,"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",['USABILITY'],negative
1625,Nightly my computer defrags itself and runs a virus scan.,['OPERATION_PERFORMANCE'],negative
1626,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",['OPERATION_PERFORMANCE'],negative
1627,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",['SOFTWARE'],negative
1628,"I have Vista, so I am unable to install and uninstall  some programs.","['OS', 'USABILITY']",negative
1629,I can't even install one of the 3 printers I have in my house so I am unable to print.,"['USABILITY', 'CONNECTIVITY']",negative
1630,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","['KEYBOARD', 'MOUSE', 'DISPLAY']",negative
1631,In short I would never buy a Compaq again.,['COMPANY'],negative
1632,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",[],na
1633,I bought this laptop on Saturday and am completely in love with it!,['GENERAL'],positive
1634,It was super easy to set up and Is really easy to get used to.,['USABILITY'],positive
1635,The online tutorial videos make it super easy to learn if you have always used a PC.,['USABILITY'],positive
1636,I now travel with this laptop and my work PC.,[],na
1637,I love the Mac so much better than my work PC!,[],na
